Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID
87279:5	recognize	there's, there's over crowding problems	i recognize there's, there's over crowding problems		i	sw3023_s119_2	sw3023_s119_503
87300:10	think	it's done --n405ca5 by, uh	i do not think it's done --n405ca5 by, uh,	negation	i	sw3023_s134_4	sw3023_s134_504
87373:5	think	it's caveman	i think it's caveman,		i	sw3030_s14_2	sw3030_s14_503
87419:49	think	--n4016ec	and, uh, we, we were a little bit too frequent i think --n4016ec.		i	sw3030_s43_18	sw3030_s43_515
87442:29	admit	that as you say when your children start --n402065 taking up your time --n40207c, then you, you don't have as much time for, uh, regular entertaining	but, um, and i must admit that as you say when your children start --n402065 taking up your time --n40207c, then you, you don't have as much time for, uh, regular entertaining,		i	sw3030_s58_11	sw3030_s58_509
87520:10	think	it's neat	i just, think it's neat.		i	sw3030_s105_4	sw3030_s105_504
87531:10	think	you have --n403990 to be, you know, more than hamburgers and hot dogs --n4039c7 out, in the backyard and the, and the coleslaw and potato salad	i don't think you have --n403990 to be, you know, more than hamburgers and hot dogs --n4039c7 out, in the backyard and the, and the coleslaw and potato salad.	negation	i	sw3030_s110_4	sw3030_s110_504
87759:10	think	i'm leaving out a portion	now, i think i'm leaving out a portion.		i	sw3038_s23_4	sw3038_s23_504
87810:7	knew	that she wasn't going --n403497 to come back	and they knew that she wasn't going --n403497 to come back,		they	sw3038_s56_3	sw3038_s56_503
87936:6	thinks	taxes are too high	everyone thinks taxes are too high i'm sure --n4000ae.		everyone	sw3040_s3_2	sw3040_s3_504
87937:14	think	we do get quite a good value for the tax dollars we spend --n40018e in most cases	but, uh, i think we do get quite a good value for the tax dollars we spend --n40018e in most cases.		i	sw3040_s4_6	sw3040_s4_504
87942:40	think	i'm	i, i'm, uh, i think i'm, i think i'm, uh, a little out of the ordinary in that, that i, i, uh, i think i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are and think that we need --n4004e9 to, we need --n400504 to either raise our taxes or, or cutback on something		i	sw3040_s8_15	sw3040_s8_518
87942:63	think	i'm, uh, a little out of the ordinary in that, that i, i, uh, i think i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are and think that we need --n4004e9 to, we need --n400504 to either raise our taxes or, or cutback on something	i, i'm, uh, i think i'm, i think i'm, uh, a little out of the ordinary in that, that i, i, uh, i think i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are and think that we need --n4004e9 to, we need --n400504 to either raise our taxes or, or cutback on something		i	sw3040_s8_23	sw3040_s8_526
87942:157	think	i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are	i, i'm, uh, i think i'm, i think i'm, uh, a little out of the ordinary in that, that i, i, uh, i think i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are and think that we need --n4004e9 to, we need --n400504 to either raise our taxes or, or cutback on something		i	sw3040_s8_57	sw3040_s8_556
87942:249	think	that we need --n4004e9 to, we need --n400504 to either raise our taxes or, or cutback on something	i, i'm, uh, i think i'm, i think i'm, uh, a little out of the ordinary in that, that i, i, uh, i think i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are and think that we need --n4004e9 to, we need --n400504 to either raise our taxes or, or cutback on something		a lot of other people	sw3040_s8_90	sw3040_s8_584
87947:44	know	i'm a real, a real, uh, out of it in terms of taxes	and, and, uh, and, uh, i know i'm a real, a real, uh, out of it in terms of taxes		i	sw3040_s11_18	sw3040_s11_513
87950:40	think	that the, we really ought --n400e4f to seriously consider what an income tax might do --n400e7a that, uh, for texas	so i'm no-, i'm, uh, think that the, we really ought --n400e4f to seriously consider what an income tax might do --n400e7a that, uh, for texas		i	sw3040_s12_14	sw3040_s12_514
87953:18	think	we've taxed property almost to the limit because, like the, the property taxes on the homes have reached the point that it's precluding people from --n401109 being able --n401118 to own a home because of the cost of the taxes on them --n401153	well, at this stage i think we've taxed property almost to the limit because, like the, the property taxes on the homes have reached the point that it's precluding people from --n401109 being able --n401118 to own a home because of the cost of the taxes on them --n401153.		i	sw3040_s14_7	sw3040_s14_506
87979:20	realizing	that that, that, that quality of schools might well have higher taxes than other places but that we were willing to, uh, --n401b1a to go for that, because we supported the	and, and realizing that that, that, that quality of schools might well have higher taxes than other places but that we were willing to, uh, --n401b1a to go for that, because we supported the,			sw3040_s31_8	sw3040_s31_507
87998:5	think	that's right	i think that's right.		i	sw3040_s42_2	sw3040_s42_503
88006:29	think	you may tax people out of smoking even	but i p-, eventually i think you may tax people out of smoking even.		i	sw3040_s47_10	sw3040_s47_511
88026:57	think	--n402b54	i know, uh, my children would give up eating before they gave up their cigarettes i think --n402b54.		i	sw3040_s60_21	sw3040_s60_520
88030:35	think	the one tax i resent --n402c9e the most though is the additional sales tax for dart which --n402cd1 is probably never going --n402ce8 to be in existence in my lifetime	but all the various taxing authorities that --n402c67 come through, i think the one tax i resent --n402c9e the most though is the additional sales tax for dart which --n402cd1 is probably never going --n402ce8 to be in existence in my lifetime.		i	sw3040_s62_13	sw3040_s62_511
88036:5	think	it's like, uh, back east	i think it's like, uh, back east.		i	sw3040_s66_2	sw3040_s66_503
88123:5	think	that will probably do it	i think that will probably do it,		i	sw3040_s116_2	sw3040_s116_503
88248:10	think	she kept --n401eaf saying that, uh	well, i think she kept --n401eaf saying that, uh,		i	sw3041_s70_4	sw3041_s70_504
88268:5	thought	that was pushing it a little bit	i thought that was pushing it a little bit		i	sw3041_s84_2	sw3041_s84_503
88336:20	know	you always have conflict in the world	so there possibly were because you know you always have conflict in the world.		you	sw3041_s129_7	sw3041_s129_508
88359:5	thought	it was a very interesting movie	i thought it was a very interesting movie.		i	sw3041_s143_2	sw3041_s143_503
88379:63	think	--n404ca5	and, uh, so you know it, it meant something bigger i think --n404ca5.		i	sw3041_s154_21	sw3041_s154_523
88382:7	thought	kevin costner was just	and i thought kevin costner was just,		i	sw3041_s157_3	sw3041_s157_503
88389:23	thought	it was a really interesting, intense film	i, i just thought it was a really interesting, intense film.		i	sw3041_s162_8	sw3041_s162_509
88393:8	think	--n405191 is the word for it	intense i think --n405191 is the word for it because three hours went by really fast.		i	sw3041_s164_3	sw3041_s164_504
88500:5	thought	i had --n406d4a to kind of get beyond that	i thought i had --n406d4a to kind of get beyond that.		i	sw3041_s228_2	sw3041_s228_503
88648:5	thought	i had died and gone to heaven	i thought i had died and gone to heaven because, i thought, oh, they're so wonderful.		i	sw3045_s60_2	sw3045_s60_503
88758:19	know	i think we have just become really spoiled	so, um, i don't know i think we have just become really spoiled.	negation	i	sw3045_s131_8	sw3045_s131_505
88758:28	think	we have just become really spoiled	so, um, i don't know i think we have just become really spoiled.		i	sw3045_s131_11	sw3045_s131_509
88771:8	think	we've probably been talking at least ten minutes	although i think we've probably been talking at least ten minutes		i	sw3045_s138_3	sw3045_s138_504
88858:14	think	that that would be a real, a real, uh, advantage to, to her --n406784 to have that and, uh, do it early	so, um, i think that that would be a real, a real, uh, advantage to, to her --n406784 to have that and, uh, do it early,		i	sw3045_s193_6	sw3045_s193_504
88900:31	think	--n407283	this is really going --n407264 to be fun i think --n407283,		i	sw3045_s213_10	sw3045_s213_513
88936:10	think	that's really a decision th-, that	uh, i think that's really a decision th-, that,		i	sw3047_s18_4	sw3047_s18_504
88948:46	think	--n400b61	you know, that, that's a big influence, i think --n400b61		i	sw3047_s24_16	sw3047_s24_516
89019:62	know	it that meant you had --n401ca0 to drive like an hour	when you said it was quite a, quite a way away --n401c69, i did not know it that meant you had --n401ca0 to drive like an hour	negation	i	sw3047_s64_22	sw3047_s64_521
89151:17	think	that's	i, you know, think that's		you	sw3047_s139_6	sw3047_s139_507
89259:5	think	some parents go a little bit overboard	i think some parents go a little bit overboard.		i	sw3047_s197_2	sw3047_s197_503
89266:16	think	richardson is probably you know one of the places that --n40666b would definitely	well you know i think richardson is probably you know one of the places that --n40666b would definitely		i	sw3047_s201_5	sw3047_s201_508
89300:12	know	that i don't follow performers	um, do you know that i don't follow performers,	question	you	sw3049_s20_5	sw3049_s20_504
89329:10	think	i know who you are talking about --n40104e though	uh, i think i know who you are talking about --n40104e though.		i	sw3049_s36_4	sw3049_s36_504
89457:5	think	you said peter	i think you said peter.		i	sw3049_s118_2	sw3049_s118_503
89484:20	think	i read about that too	well, you know, i think i read about that too.		i	sw3049_s135_7	sw3049_s135_508
89488:5	think	it's time we had a lady abuse the guys movie --n40446a	i think it's time we had a lady abuse the guys movie --n40446a.		i	sw3049_s138_2	sw3049_s138_503
89523:9	thought	that was really good	and, i thought that was really good.		i	sw3049_s160_4	sw3049_s160_503
89550:5	think	he ought --n405794 to stay indiana jones	i think he ought --n405794 to stay indiana jones.		i	sw3049_s178_2	sw3049_s178_503
89551:5	realize	that he would like his career to develop	i realize that he would like his career to develop,		i	sw3049_s179_2	sw3049_s179_503
89567:5	thought	he looked real good with a beard, too	i thought he looked real good with a beard, too.		i	sw3049_s192_2	sw3049_s192_503
89574:5	think	that beard gives him a look that he is always grinning, whether he is or not --n40616a	i think that beard gives him a look that he is always grinning, whether he is or not --n40616a.		i	sw3049_s198_2	sw3049_s198_503
89644:14	thought	we were buying at the bottom of the market	but, uh, we thought we were buying at the bottom of the market, you know,		we	sw3051_s29_6	sw3051_s29_504
89661:42	think	--n400f09	i would give it two years back, when it was, i think --n400f09, bottomed out --n400f1c.		i	sw3051_s41_14	sw3051_s41_516
89712:5	think	we are the third owners	i think we are the third owners.		i	sw3051_s77_2	sw3051_s77_503
89735:5	think	he got out of the lower end market. and decided	i think he got out of the lower end market. and decided,		i	sw3051_s90_2	sw3051_s90_503
89744:15	know	that this one was built --n402775 for two ninety nine, which --n402794 is nowhere near what we paid --n4027b3 for it	well but, still i know that this one was built --n402775 for two ninety nine, which --n402794 is nowhere near what we paid --n4027b3 for it.		i	sw3051_s95_6	sw3051_s95_505
89748:7	think	somebody told me it's also on a creek side lot, heavily wooded off the golf course	and i think somebody told me it's also on a creek side lot, heavily wooded off the golf course.		i	sw3051_s97_3	sw3051_s97_503
89763:5	think	it was sixty, eighty	i think it was sixty, eighty.		i	sw3051_s106_2	sw3051_s106_503
89769:13	know	our, our little house over here stuck in the middle of, you know, the subdivision is, i think fifty five	well because, i know our, our little house over here stuck in the middle of, you know, the subdivision is, i think fifty five,		i	sw3051_s109_5	sw3051_s109_505
89770:9	think	the high end is definitely, you know somewhere there	so, i think the high end is definitely, you know somewhere there.		i	sw3051_s110_4	sw3051_s110_503
89800:5	think	those are awful	i think those are awful.		i	sw3051_s130_2	sw3051_s130_503
89823:7	thought	that was important instead of getting swallowed up in something that you know	and we thought that was important instead of getting swallowed up in something that you know.		we	sw3051_s147_3	sw3051_s147_503
89835:27	think	they exceed more than twelve nails per house	and i, i don't think they exceed more than twelve nails per house.	negation	i	sw3051_s156_10	sw3051_s156_509
89931:7	think	that makes a big difference	and i think that makes a big difference.		i	sw3051_s212_3	sw3051_s212_503
89937:5	think	if we had --n406a20 to sell now, we could come close to breaking even	i think if we had --n406a20 to sell now, we could come close to breaking even.		i	sw3051_s216_2	sw3051_s216_503
90019:5	think	we just, you know, listen to, is the fact that there are good solutions both inside and outside of nursing homes	i think we just, you know, listen to, is the fact that there are good solutions both inside and outside of nursing homes.		i	sw3052_s52_2	sw3052_s52_503
90032:14	think	--n402341	and that, i think --n402341 is what --n402350 is scary,		i	sw3052_s59_5	sw3052_s59_506
90144:10	know	that there are some wonderful places out there	but i do know that there are some wonderful places out there		i	sw3052_s129_4	sw3052_s129_504
90145:19	think	it does	and it, i think it does,		i	sw3052_s130_7	sw3052_s130_507
90160:5	think	the way of selecting a nursing home would be similar to the way you would select child care --n4050f1	i think the way of selecting a nursing home would be similar to the way you would select child care --n4050f1, you know.		i	sw3052_s139_2	sw3052_s139_503
90184:36	remember	she had several strokes	and, uh, i ca-, i can remember she had several strokes		i	sw3052_s154_13	sw3052_s154_512
90220:10	think	it was --n400d84	on i think it was --n400d84 romain drive or romain street or something, there in los angeles, they used to have a, or, i guess they still do, uh, had a, uh, uh, big warehouse kind of thing, which --n400e43 had offices		i	sw3056_s22_4	sw3056_s22_506
90268:23	thinking	many, many of the the myths, many of the myths of the triangle were, uh, actually, could be explained --n402a47	he, he was thinking many, many of the the myths, many of the myths of the triangle were, uh, actually, could be explained --n402a47,		he	sw3056_s54_8	sw3056_s54_509
90275:198	thinking	they were flight nineteen	and, you know. uh, and the rea-, reason i was, mumblex picked it back up --n402cbe was in light of all the, uh, mumblex well when they found the, uh, the airplanes on the, in the atlantic, --n402d49 thinking they were flight nineteen --n402d68.		--n402d49	sw3056_s57_69	sw3056_s57_566
90302:20	think	that would be	i, i think that would be,		i	sw3056_s76_7	sw3056_s76_508
90309:5	thought	she was a prisoner of war or something for like ten years	i thought she was a prisoner of war or something for like ten years.		i	sw3056_s81_2	sw3056_s81_503
90344:7	think	the last one i read --n404c0b like that was scott thurow's	and i think the last one i read --n404c0b like that was scott thurow's		i	sw3056_s104_3	sw3056_s104_503
90373:17	think	--n405546	that was good, i think --n405546.		i	sw3056_s123_6	sw3056_s123_507
90378:7	think	i did read tom wolfe and vanity	and i think i did read tom wolfe and vanity, uh,		i	sw3056_s126_3	sw3056_s126_503
90490:23	thought	that was so neat, that they got him over that hump	i, i just thought that was so neat, that they got him over that hump.		i	sw3062_s19_8	sw3062_s19_509
90505:5	think	i read about that in the paper	i think i read about that in the paper.		i	sw3062_s29_2	sw3062_s29_503
90591:5	think	there's a learning disability	we think there's a learning disability		we	sw3062_s86_2	sw3062_s86_503
90592:7	think	he needs --n4029f6 to be tested --n402a09 immediately	and we think he needs --n4029f6 to be tested --n402a09 immediately, because, you know, once the first report card comes in, they, have all these people being tested,		we	sw3062_s87_3	sw3062_s87_503
90596:16	think	we can get him real fast	and she said, i think we can get him real fast.		i	sw3062_s89_6	sw3062_s89_506
90604:67	know	i have a sister who --n402e73 has the other extreme	and i, and i thank god i'm here, because i, i know i have a sister who --n402e73 has the other extreme.		i	sw3062_s95_23	sw3062_s95_524
90622:29	think	--n4034a7	but that's something that parents, i think --n4034a7, are able --n4034ba to help the gifted child in the home more than they could help the learning disabled child --n403505.		i	sw3062_s106_9	sw3062_s106_513
90697:5	know	steven probably would not be accepted --n404a49 because he has a learning disability and, into a private school. and, um, which --n404ab0 is, which --n404ac3 is too bad	i know steven probably would not be accepted --n404a49 because he has a learning disability and, into a private school. and, um, which --n404ab0 is, which --n404ac3 is too bad.		i	sw3062_s147_2	sw3062_s147_503
90723:97	think	you would have a more equitable way	if you choose the select top group out of the public schools and tested them, and then compared them to the pri-, to the private school group, then i think you would have a more equitable way.	conditional	i	sw3062_s162_36	sw3062_s162_527
90780:5	think	it --n4069b3's real important to have friends	i think it --n4069b3's real important to have friends.		i	sw3062_s196_2	sw3062_s196_503
90781:5	think	it --n406a71's real important to play sports	i think it --n406a71's real important to play sports.		i	sw3062_s197_2	sw3062_s197_503
90782:5	think	it --n406b2f's real important to be part of a team	i think it --n406b2f's real important to be part of a team.		i	sw3062_s198_2	sw3062_s198_503
90949:9	think	people feel less of a desire to really go	so, i think people feel less of a desire to really go.		i	sw3067_s93_4	sw3067_s93_503
90952:26	think	that it's less close than it used --n40287f to be	wh-, why do you think that it's less close than it used --n40287f to be --n402892.	question	you	sw3067_s95_9	sw3067_s95_510
90974:12	think	they feel the, the closeness that they --n403304 used --n40330f to be there. which --n40332a is a shame	and i do not think they feel the, the closeness that they --n403304 used --n40330f to be there. which --n40332a is a shame	negation	i	sw3067_s110_5	sw3067_s110_504
90981:34	think	that's just	you know, that's just, i think that's just,		i	sw3067_s115_11	sw3067_s115_514
90995:5	think	that's some of it	i think that's some of it.		i	sw3067_s123_2	sw3067_s123_503
90998:37	think	society is --n403ab6 now	it's just the way, you know, i think society is --n403ab6 now, is that we are not, we do not have the extensive family we used --n403b05 to --n403b14.		i	sw3067_s126_12	sw3067_s126_516
91003:65	think	--n403e2e	and you know, we, we tend --n403dfc to try --n403e0b to do things, i think --n403e2e with our immediate family, as opposed to the extended family. of people that we may --n403e79 or may not --n403e8c remember or know --n403e9f, you know, very well.		i	sw3067_s129_21	sw3067_s129_525
91029:5	think	for the family	i think for the family.		i	sw3067_s145_2	sw3067_s145_503
91086:92	think	--n40603f	and that, that's been a, that's been a nice way of keeping us all aware of each other, i think --n40603f.		i	sw3067_s183_32	sw3067_s183_534
91146:7	think	that's one reason why i'm part of this study --n400950, uh, because it's of, i'm working with voice systems	and i think that's one reason why i'm part of this study --n400950, uh, because it's of, i'm working with voice systems.		i	sw3068_s20_3	sw3068_s20_503
91153:47	think	you'd give --n400c78 to a, a parent	wh-, what, what type of advice do you think you'd give --n400c78 to a, a parent.	question	you	sw3068_s25_17	sw3068_s25_518
91160:57	think	they know what they want --n400f40	and the kid at that age, especially if they're going into undergraduate, it seems like they think they know what they want --n400f40.	conditional	they	sw3068_s29_20	sw3068_s29_519
91176:5	think	that's more important --n401544 probably than even the career vocation, because most people change	i think that's more important --n401544 probably than even the career vocation, because most people change.		i	sw3068_s38_2	sw3068_s38_503
91182:5	think	that's what you just said --n4017fa, you know, having to do more with the size of the school, the environment of the school	i think that's what you just said --n4017fa, you know, having to do more with the size of the school, the environment of the school, uh,		i	sw3068_s42_2	sw3068_s42_503
91183:5	think	that's much more important	i think that's much more important.		i	sw3068_s43_2	sw3068_s43_503
91184:19	think	i'd	i, i think i'd, i'd advise a parent --n401a6d to send a kid to a school --n401a90, though, that --n401aa7 has a number of different types of programs, you know, that, uh, some of the smaller schools might be very limited in what they can offer --n401b26,		i	sw3068_s44_7	sw3068_s44_510
91208:20	think	most employers would probably rather --n402931 hire, you know, a, a three six in, um, in history, uh, to be a salesman than someone with a two oh in business administration	i, i think most employers would probably rather --n402931 hire, you know, a, a three six in, um, in history, uh, to be a salesman than someone with a two oh in business administration.		i	sw3068_s60_7	sw3068_s60_508
91252:7	know	that the s a t scores for our admitting freshmen are higher than a lot of the public sch-, a lot of the private schools	and i know that the s a t scores for our admitting freshmen are higher than a lot of the public sch-, a lot of the private schools.		i	sw3068_s88_3	sw3068_s88_503
91258:96	think	their parents pay more	and, um, and i really think, i think i'm getting a better caliber of student at the private school, because i think their parents pay more,		i	sw3068_s92_34	sw3068_s92_531
91259:7	think	the kids are a little bit more challenged, because their parents are probably college educated	and i think the kids are a little bit more challenged, because their parents are probably college educated, where at the public school, i don't think as many parents are public, are, are college educated,		i	sw3068_s93_3	sw3068_s93_503
91259:82	think	as many parents are public, are, are college educated	and i think the kids are a little bit more challenged, because their parents are probably college educated, where at the public school, i don't think as many parents are public, are, are college educated,	negation	i	sw3068_s93_32	sw3068_s93_523
91263:7	think	you can get a good education at public or private	but i think you can get a good education at public or private		i	sw3068_s97_3	sw3068_s97_503
91264:7	think	you can also get a bad education at public or private	but i think you can also get a bad education at public or private, you know,		i	sw3068_s98_3	sw3068_s98_503
91270:20	think	the bad part is that most parents or kids don't know what to look for --n404439	i, i think the bad part is that most parents or kids don't know what to look for --n404439.		i	sw3068_s102_7	sw3068_s102_508
91345:5	think	you're right	i think you're right,		i	sw3068_s149_2	sw3068_s149_503
91368:12	think	it depends on if you want --n406725 to be a, if you want a regional job or a national job	um,. i think it depends on if you want --n406725 to be a, if you want a regional job or a national job,		i	sw3068_s166_5	sw3068_s166_504
91403:45	know	that at, at, at university of maryland where i am --n40746b, you know, in a p h d program, i, i haven't even met, uh, someone outside of my area of information systems except for	but, you know, at some of the large schools, i know that at, at, at university of maryland where i am --n40746b, you know, in a p h d program, i, i haven't even met, uh, someone outside of my area of information systems except for,		i	sw3068_s187_16	sw3068_s187_515
91512:95	think	--n401a47	that kind of was, um, kind of a pop psychology time for wh-, when a lot of books like that were coming out --n401a30, i think --n401a47.		i	sw3069_s67_33	sw3069_s67_531
91567:7	think	it was a, it was an adult book	and i think it was a, it was an adult book.		i	sw3069_s99_3	sw3069_s99_503
91584:5	think	i read, oh	i think i read, oh,		i	sw3069_s109_2	sw3069_s109_503
91634:22	think	i was	because i, i think i was, i think i read it in college, or had --n40394c to write it, read it in high school or college,		i	sw3069_s142_8	sw3069_s142_511
91647:5	think	it was, um, oh, some actress reading it	i think it was, um, oh, some actress reading it.		i	sw3069_s149_2	sw3069_s149_503
91661:7	remember	that was the book	but i remember that was the book.		i	sw3069_s157_3	sw3069_s157_503
91665:35	think	it's around here somewhere	and now i, i mean, i think it's around here somewhere,		i	sw3069_s159_12	sw3069_s159_513
91686:78	know	i'm not going --n404694 to be doing anything for a while	when if, if i have long periods of time, like christmas vacation, or, you know, when i know i'm not going --n404694 to be doing anything for a while --n4046b7, um,	conditional	i	sw3069_s171_27	sw3069_s171_528
91796:35	think	this man might be a worthy person --n406dc1 to be a, you know, in that position on the board	um, and i'm supposed --n406d82 to decide whether i think this man might be a worthy person --n406dc1 to be a, you know, in that position on the board		i	sw3069_s237_12	sw3069_s237_513
91815:13	think	our	because i think our, i think my alma mater, um, gettysburg, i think they were just starting a magazine that --n4073b4 was similar to that.		i	sw3069_s247_4	sw3069_s247_507
91815:30	think	my alma mater, um, gettysburg, i think they were just starting a magazine that --n4073b4 was similar to that	because i think our, i think my alma mater, um, gettysburg, i think they were just starting a magazine that --n4073b4 was similar to that.		i	sw3069_s247_10	sw3069_s247_513
91815:62	think	they were just starting a magazine that --n4073b4 was similar to that	because i think our, i think my alma mater, um, gettysburg, i think they were just starting a magazine that --n4073b4 was similar to that.		i	sw3069_s247_22	sw3069_s247_522
91827:5	think	that's probably a, sort of a thing to do --n4075fa in small colleges	i think that's probably a, sort of a thing to do --n4075fa in small colleges,		i	sw3069_s253_2	sw3069_s253_503
92057:69	thinks	--n402439 they know how to make this the best --n402464, so that's what they get --n402487 to cook --n402496	do they always have the, the one person in the family who knows, or everyone thinks --n402439 they know how to make this the best --n402464, so that's what they get --n402487 to cook --n402496.	question	everyone	sw3070_s82_24	sw3070_s82_524
92141:44	think	--n4049a9	uh, you know, my son keeps in touch with him, i think --n4049a9,		i	sw3070_s139_15	sw3070_s139_516
92198:5	think	that's what --n405eaf happens when they get scattered --n405eca	i think that's what --n405eaf happens when they get scattered --n405eca,		i	sw3070_s178_2	sw3070_s178_503
92331:15	think	he wasn't a real mountain man	you know, i think he wasn't a real mountain man,		i	sw3072_s63_5	sw3072_s63_507
92356:7	think	you're more receptive --n4021fe --n402205 when you're younger --n40221c than when you're older --n402237, --n402242 to learn new skills	and i think you're more receptive --n4021fe --n402205 when you're younger --n40221c than when you're older --n402237, --n402242 to learn new skills,		i	sw3072_s77_3	sw3072_s77_503
92360:7	think	they really it really pen-, penetrates in your memory, you know, what to do --n40240f, because you really have a great interest in it. because it's something you weren't forced --n402466 to do --n402475	and i think they really it really pen-, penetrates in your memory, you know, what to do --n40240f, because you really have a great interest in it. because it's something you weren't forced --n402466 to do --n402475,		i	sw3072_s79_3	sw3072_s79_503
92403:61	think	it's been --n4032be	well, i had a friend that, uh, --n403287 visited england not, well, i think it's been --n4032be probably two years now,		i	sw3072_s104_21	sw3072_s104_521
92420:47	thought	i would just hate --n403c48	and you can spend a whole day without --n403c11 talking to anyone, which i thought i would just hate --n403c48,		i	sw3072_s116_16	sw3072_s116_517
92620:30	know	--n4007fe	it's going --n4007db to be history, i know --n4007fe.		i	sw3073_s21_10	sw3073_s21_512
92788:19	thinks	he's just terrible, because that has been tradition for hundreds of years and he's broken it	and, of course, the town thinks he's just terrible, because that has been tradition for hundreds of years and he's broken it.		the town	sw3073_s124_8	sw3073_s124_505
92800:5	thought	it was not	he thought it was not...		he	sw3073_s131_2	sw3073_s131_503
92928:32	know	--n406e58	i don't have time --n406e39 to sit, i know --n406e58.		i	sw3073_s191_11	sw3073_s191_512
92976:24	think	that we'd ever do --n407972	that's something i didn't think that we'd ever do --n407972.	negation	i	sw3073_s216_8	sw3073_s216_511
93000:20	think	that plano has really done a fantastic job	i, i think that plano has really done a fantastic job.		i	sw3074_s2_7	sw3074_s2_508
93010:5	thought	that was most interesting	i thought that was most interesting.		i	sw3074_s8_2	sw3074_s8_503
93012:29	thought	it was sad that they, it started out as a good program. but then people started --n40049f dumping trash. and the wrong objects in there	well, i just, i thought it was sad that they, it started out as a good program. but then people started --n40049f dumping trash. and the wrong objects in there,		i	sw3074_s9_10	sw3074_s9_511
93069:41	think	--n401b36	so it --n401aff's wonderful that we've come that far, i think --n401b36		i	sw3074_s43_14	sw3074_s43_515
93080:5	think	she was	i think she was,		i	sw3074_s50_2	sw3074_s50_503
93090:26	think	she was encouraging other people --n402251 to do it if they would	or, um, and i think she was encouraging other people --n402251 to do it if they would.		i	sw3074_s56_10	sw3074_s56_508
93230:25	think	they give me a hard time	i mean, they i think they give me a hard time,		i	sw3074_s140_8	sw3074_s140_511
93234:7	think	they know that that's, it's the right way	but i think they know that that's, it's the right way.		i	sw3074_s142_3	sw3074_s142_503
93234:16	know	that that's, it's the right way	but i think they know that that's, it's the right way.		they	sw3074_s142_6	sw3074_s142_507
93303:47	think	you have --n40610b to get into a period of need, bef-	and, and, and i, i think you have --n40610b to get into a period of need, bef-,		i	sw3074_s180_18	sw3074_s180_516
93321:52	thought	jimmy carter was never very po-, very pos-	this is, uh, i, this is why i thought jimmy carter was never very po-, very pos- --n4065d5,		i	sw3074_s188_18	sw3074_s188_521
93349:9	think	you're right, though	and, i think you're right, though.		i	sw3074_s203_4	sw3074_s203_503
93353:5	think	that it has --n406cc6 to really hit home before, the message sometimes	i think that it has --n406cc6 to really hit home before, the message sometimes.		i	sw3074_s205_2	sw3074_s205_503
93384:21	think	it's, uh, just mcdonald's effort to reduce the number of, of styrofoam, uh, boxes that they use --n4078eb, for hamburgers and stuff --n407906	and, and i think it's, uh, just mcdonald's effort to reduce the number of, of styrofoam, uh, boxes that they use --n4078eb, for hamburgers and stuff --n407906,		i	sw3074_s222_8	sw3074_s222_507
93388:5	think	--n407ac7 is a good, good example, you know, that even, industry is willing --n407b0e to do it	i think --n407ac7 is a good, good example, you know, that even, industry is willing --n407b0e to do it.		i	sw3074_s224_2	sw3074_s224_503
93393:20	think	the big question --n407c6a too we're looking at --n407c89 is, would you be willing --n407ca8 to pay more for a product, so it can be recycled --n407cdf	i, i think the big question --n407c6a too we're looking at --n407c89 is, would you be willing --n407ca8 to pay more for a product, so it can be recycled --n407cdf.		i	sw3074_s226_7	sw3074_s226_508
93398:11	think	that may, that's kind of what it's coming to --n407ebc	well, i think that may, that's kind of what it's coming to --n407ebc, i'm sure --n407ed7.		i	sw3074_s228_4	sw3074_s228_505
93413:28	think	what they will do --n408370 is start --n408383 paying mexico to take our trash. that --n4083aa isn't, that --n4083c1 isn't harmful	with the mind set of the american public, i think what they will do --n408370 is start --n408383 paying mexico to take our trash. that --n4083aa isn't, that --n4083c1 isn't harmful.		i	sw3074_s236_11	sw3074_s236_508
93515:5	think	we've been on three cruises	i think we've been on three cruises.		i	sw3075_s49_2	sw3075_s49_503
93580:19	think	--n402be4	that's all mexico, i think --n402be4.		i	sw3075_s89_7	sw3075_s89_507
93685:22	think	it's	and i, i think it's,		i	sw3075_s155_8	sw3075_s155_508
93686:5	think	i'll try --n404b37 to stay away, except my, my second grandchild will be born --n404b7e in in the winter in january	i think i'll try --n404b37 to stay away, except my, my second grandchild will be born --n404b7e in in the winter in january.		i	sw3075_s156_2	sw3075_s156_503
93725:7	think	seven days is long enough for us	but i think seven days is long enough for us.		i	sw3075_s181_3	sw3075_s181_503
93730:5	think	most vacations, uh, seven days is enough for us	i think most vacations, uh, seven days is enough for us.		i	sw3075_s184_2	sw3075_s184_503
93732:5	think	when we went to england and france --n405af2, we were there ten, twelve days	i think when we went to england and france --n405af2, we were there ten, twelve days,		i	sw3075_s186_2	sw3075_s186_503
93783:5	think	if they could get tourists coming to their country, they'd improve the economy considerably	i think if they could get tourists coming to their country, they'd improve the economy considerably.		i	sw3075_s219_2	sw3075_s219_503
