Item_ID	Verb	Complement	Sentence	Environment
103486:8	know	that especially with violent crimes where, you know, you're nearly a hundred percent convinced that they're guilty and without much repentance or anything else *t*-1, you know, then, i don't know, i, i guess, 0 i, i just really don't see much use for this guy in milwaukee	but i know that especially with violent crimes where, you know, you're nearly a hundred percent convinced that they're guilty and without much repentance or anything else *t*-1, you know, then, i don't know, i, i guess, 0 i, i just really don't see much use for this guy in milwaukee, you know.	
103511:151	know	that anybody	but i, i really think that in, in terms of like this, i'd, i think that it, it might not be such a bad thing. because, i don't know that anybody, w-, in-, i don't know that anybody would feel good, you know, like if you let someone like that loose in your community.	negation
103511:204	know	that anybody would feel good, you know, like if you let someone like that loose in your community	but i, i really think that in, in terms of like this, i'd, i think that it, it might not be such a bad thing. because, i don't know that anybody, w-, in-, i don't know that anybody would feel good, you know, like if you let someone like that loose in your community.	negation
103885:21	know	0 that was supposed *-1 to be in may	i, i know 0 that was supposed *-1 to be in may	
104036:118	know	0 your husband, uh, doesn't really like the paper sacks	well, it *exp*-1 will be interesting * to see how, over the next year, this all works out *t*-2 because, like on the, uh, grass, i'm, i know 0 your husband, uh, doesn't really like the paper sacks.	
104195:6	know	0 my daughter saw that	i know 0 my daughter saw that	
104265:24	know	that there's somebody else out there that *t*-1 doesn't get *-2 to go to the movie theater	well, i'm glad *-3 to know that there's somebody else out there that *t*-1 doesn't get *-2 to go to the movie theater.	
104289:6	noticed	that dances with wolves was playing at the, uh, granada theater	i noticed that dances with wolves was playing at the, uh, granada theater.	
104308:21	know	0 we get discount tickets where my husband works *t*-1	i, i know 0 we get discount tickets where my husband works *t*-1,	
104627:77	know	that people will read them on something like that	well, sometimes, if, you know, if you're in transportation, in public transportation i know that people will read them on something like that.	conditional
104933:66	know	0 *t*-3 texas instruments has random drug testing	well, you, where you're located *-2 *t*-1, i, i do know 0 *t*-3 texas instruments has random drug testing.	
105027:26	know	that i ever learned *-1 to drive it or anything	i, i don't know that i ever learned *-1 to drive it or anything,	negation
105163:8	know	0 they've changed it a lot and upgraded everything	and i know 0 they've changed it a lot and upgraded everything,	
105194:8	know	that next week there's several t v shows coming from there in celebration of their anniversary	did you know that next week there's several t v shows coming from there in celebration of their anniversary.	question
105197:6	know	0 this is a real good time 0 * to go *t*-1, because they are having so many activities and special shows	i know 0 this is a real good time 0 * to go *t*-1, because they are having so many activities and special shows.	
105448:11	know	that their job would be at risk	i don't know that their job would be at risk,	negation
105535:8	know	0 many of them are doing it	and i know 0 many of them are doing it.	
105536:6	know	0 my son has had *-1 to do it for both sam's and wal-mart	i know 0 my son has had *-1 to do it for both sam's and wal-mart	
105574:11	realize	0 it was that expensive	i didn't realize 0 it was that expensive.	negation
106208:8	know	0 she's eating the right things	and i know 0 she's eating the right things,	
106246:8	know	0 i can do it	but i know 0 i can do it.	
106262:32	realize	that we didn't have any turpentine or paint thinner or anything in the house	and when i painted them *t*-1, i didn't realize that we didn't have any turpentine or paint thinner or anything in the house.	negation
106266:13	realize	that i needed that	so i didn't realize that i needed that.	negation
106666:11	know	0 we tried several different ways	uh, i know 0 we tried several different ways.	
106797:53	know	0 if we've had an especially bad month and we're just almost getting down to payday, then i think 0 if we could really budget	and so, that, that's the difference there where sometimes like i know 0 if we've had an especially bad month and we're just almost getting down to payday, then i think 0 if we could really budget *t*-1,	conditional
106799:6	know	0 when we were planning *-2 to buy the new car and we hadn't had a car payment in five years *t*-7, we had *-1 to go ahead and write down each month what it was *t*-3 that every penny went for *t*-4, *-9 to see how much *t*-8 was going *-5 to be left *-6	i know 0 when we were planning *-2 to buy the new car and we hadn't had a car payment in five years *t*-7, we had *-1 to go ahead and write down each month what it was *t*-3 that every penny went for *t*-4, *-9 to see how much *t*-8 was going *-5 to be left *-6,	
106823:86	knew	that you couldn't, you know, spending, five thousand dollars on a vacation, or whatever	i, i started *-1 subbing just *-3 to go on a vacation and saved, all that money so because i knew that you couldn't, you know, spending, five thousand dollars on a vacation, or whatever.	
107033:6	remember	0 my grandparents and i used *-1 to always get out there on the road and pick up beer cans	i remember 0 my grandparents and i used *-1 to always get out there on the road and pick up beer cans.	
107308:15	know	0 a lot of my friends do like all the gardening work	but although i do know 0 a lot of my friends do like all the gardening work.	
107457:6	know	0 there's been a couple of people that we voted for *t*-1 and worked for	i know 0 there's been a couple of people that we voted for *t*-1 and worked for	
107608:8	know	that a lot of the things 0 he thought 0 he would do *t*-1 when he retired *t*-3 he's not able *-2 to do *t*-4 now	and you know that a lot of the things 0 he thought 0 he would do *t*-1 when he retired *t*-3 he's not able *-2 to do *t*-4 now.	
107642:6	know	0 i feel like i would never do that with my parents either	i know 0 i feel like i would never do that with my parents either, you know.	
109100:40	know	0 *t*-1 is home	i have one woman, one mother that i know 0 *t*-1 is home,	
109120:15	know	0 there aren't very many	and, uh, i know 0 there aren't very many,	
109150:42	know	0 i'm there late	and, you know, i have lots of kids, because they know 0 i'm there late	
109964:14	noticed	that there are a lot of, uh, a lot more people that *t*-1 are more comfortable, at least, with some women being home and, at least in the circles 0 i've travelled *t*-2 and in the church that i go to *t*-3	but i've really noticed that there are a lot of, uh, a lot more people that *t*-1 are more comfortable, at least, with some women being home and, at least in the circles 0 i've travelled *t*-2 and in the church that i go to *t*-3, you know,	
109976:8	realize	0 there's a need for that	and they realize 0 there's a need for that,	
110170:9	noticed	0 up here they're a lot more expensive it seemed to me from the ads in the paper 0 *t*-1	i'd noticed 0 up here they're a lot more expensive it seemed to me from the ads in the paper 0 *t*-1.	
110416:6	know	0 teachers are just like everybody else	i know 0 teachers are just like everybody else,	
110539:6	know	0 that's kind of how i am *t*-1	i know 0 that's kind of how i am *t*-1.	
110864:31	admit	that it wasn't working	they, they seemed *-1 to admit that it wasn't working,	
110876:6	know	0 last year my son had *-1 to eat in the classroom because there was no cafeteria at his school	i know 0 last year my son had *-1 to eat in the classroom because there was no cafeteria at his school	
111140:9	noticed	that crepe myrtles *ich*-2 don't do as well as they used *-1 to *?* and, uh, pittosporum	we've noticed that crepe myrtles *ich*-2 don't do as well as they used *-1 to *?* and, uh, pittosporum	
112602:68	realize	0 they're one short	if they'll take a group of kids to the zoo or somewhere and then come back and not even count them and realize 0 they're one short.	conditional
112706:6	know	0 i've taken several vacations to colorado	i know 0 i've taken several vacations to colorado,	
112856:14	knew	0 we were being transferred *-1 here	even when we knew 0 we were being transferred *-1 here *t*-2 we became cowboy fans.	
112876:6	know	0 they lost, yeah, to washington and philadelphia	i know 0 they lost, yeah, to washington and philadelphia.	
113371:110	realize	that they have all the loopholes that they can use *t*-2	it's just hard 0 * to, hard 0 * to take *t*-1 and, you know, * see so much of our paycheck go out and then * realize that they have all the loopholes that they can use *t*-2.	
113683:11	know	that it's ever been seriously considered *-1, uh, as far as close to * passing, uh, any legislation or anything like that	i don't know that it's ever been seriously considered *-1, uh, as far as close to * passing, uh, any legislation or anything like that.	negation
113704:32	know	that that's really what we're talking about *t*-1	and, uh, and i don't know that that's really what we're talking about *t*-1.	negation
113790:42	know	0 it di-	and, uh, now i didn-, i don't know 0 it di-,	
113877:26	remember	0 the chinese came here and were our labor, you know, for the railroad, transatlantic railroad	and you know we have *-1 to remember 0 the chinese came here and were our labor, you know, for the railroad, transatlantic railroad	
114738:8	know	0 there's still a hundred things 0 i don't know how *-1 to do *t*-2 on it *t*-3	and i know 0 there's still a hundred things 0 i don't know how *-1 to do *t*-2 on it *t*-3.	
115354:11	know	0 there were such things	i didn't know 0 there were such things.	negation
115857:25	know	0 something doesn't work or something doesn't exist	and it *exp*-1's nice * to know 0 something doesn't work or something doesn't exist,	
115937:6	remember	0 there was *?* about four, five years ago	i remember 0 there was *?* about four, five years ago.	
117386:61	know	0 a lot of people, lot of friends that we have *t*-2, they have a tendency * to do the same thing	uh, so that was the thing that i, i noticed *t*-1 that, i know 0 a lot of people, lot of friends that we have *t*-2, they have a tendency * to do the same thing.	
117486:6	know	0 we'd, i'd like *-1 to get into *-2 do more camping and outings and things	i know 0 we'd, i'd like *-1 to get into *-2 do more camping and outings and things.	
117576:11	know	that he's tearing up things	he doesn't know that he's tearing up things,	negation
117694:13	known	0 he didn't like her	she must have known 0 he didn't like her or something.	
117860:6	know	0 it is *?*	i know 0 it is *?*.	
118248:33	know	0 *t*-3 i was scared to death about *-4 being disciplined *-2	uh, when i went to school *t*-1, i know 0 *t*-3 i was scared to death about *-4 being disciplined *-2,	
118822:39	know	0 they're trying	mexico, they're, i know 0 they're trying, they're really trying, the mexican government is trying *-2 *rnr*-3, and a lot of the larger mexican businesses are trying *-1 *rnr*-3 to, oh, make themselves americanized, i guess 0 *t*-4 and, uh, which *t*-5 is great because that's what they basically need *-6 to do *t*-7.	
119481:86	know	that when it's that old *t*-1 they're going *-2 to buy a new one	but, but i, i think, too, 0 a lot of people don't buy their warranties either because they know that when it's that old *t*-1 they're going *-2 to buy a new one,	
119634:8	know	0 the independent party's been trying for years *-1 to get a, a, a real force in, in the, uh, in congress	and i know 0 the independent party's been trying for years *-1 to get a, a, a real force in, in the, uh, in congress,	
120930:11	know	0 any time 0 there's, there's a big, uh, budget cut *t*-1, you know	well, i know 0 any time 0 there's, there's a big, uh, budget cut *t*-1, you know,	
120993:11	know	0 they say like with reagan, they say no new taxes	well, i know 0 they say like with reagan, they say no new taxes,	
121132:11	know	0 my folks live, uh, in arizona there	well, i know 0 my folks live, uh, in arizona there,	
121141:10	know	0 i was in, uh, houston when i was working for a company once *t*-1	so. i know 0 i was in, uh, houston when i was working for a company once *t*-1,	
121148:13	know	0 with all that moisture, a lot of the lawns get a lot of disease problems	and then, i know 0 with all that moisture, a lot of the lawns get a lot of disease problems.	
121607:11	know	0 this was all, from all over the whole country	i didn't know 0 this was all, from all over the whole country.	negation
121736:63	know	that it, it was a deterrent and it was equal for all people	uh, something, you know, not gruesome but, but something more where people know that it, it was a deterrent and it was equal for all people *t*-1.	
121759:37	know	that their chances of * actually receiving the death penalty are minimal	but, but they, they know that their chances of * actually receiving the death penalty are minimal.	
121763:6	know	that they will probably be out in ten to twelve years	they know that they will probably be out in ten to twelve years.	
121853:22	know	that as soon as you let them out on the streets they are going *-1 to do this	and, and you know that as soon as you let them out on the streets they are going *-1 to do this.	
122340:6	know	0 a lot of it here in my state	i know 0 a lot of it here in my state,	
122403:21	know	0 when i, uh, was going to school *t*-1 it *exp*-3 wasn't uncommon for a teacher to strike a student that *t*-2 was misbehaving	i, i know 0 when i, uh, was going to school *t*-1 it *exp*-3 wasn't uncommon for a teacher to strike a student that *t*-2 was misbehaving.	
122431:6	know	0 a lot, a lot of	i know 0 a lot, a lot of,	
122441:6	know	0 one of my physics professors at college has addressed this	i know 0 one of my physics professors at college has addressed this.	
122461:6	know	0 in a lot of cases, uh, different districts like *-1 to have nice fancy schools	i know 0 in a lot of cases, uh, different districts like *-1 to have nice fancy schools.	
122535:21	know	0 with our, our long winters i, i enjoy *-1 watching it	i, i know 0 with our, our long winters i, i enjoy *-1 watching it.	
122775:6	know	0 maybe some of the big things that, uh, uh	i know 0 maybe some of the big things that, uh, uh,	
122818:11	know	0 it's	i know 0 it's i think 0 it *exp*-2's in people's nature * to be the first 0 *t*-1 to do something.	
122854:6	know	0 at work, uh, people always complain to me	i know 0 at work, uh, people always complain to me	
123091:11	know	that it would *?* or wouldn't *?*	i don't know that it would *?* or wouldn't *?*.	negation
123341:9	know	0 they've got a mumblex football team	because i know 0 they've got a mumblex football team	
123353:9	know	0 saint louis is much bigger than memphis	because i know 0 saint louis is much bigger than memphis	
123879:6	know	0 my husband takes an awful lot of time on the weekends, not so much now, but * to, um, maintain the lawn and the edging and the flower beds	i know 0 my husband takes an awful lot of time on the weekends, not so much now, but * to, um, maintain the lawn and the edging and the flower beds,	
123895:26	know	0 you're in a town home	once you're inside, you don't know 0 you're in a town home.	negation
124005:21	know	that the amount of, or how far your dollar goes *t*-1 probably more than anything has, has greatly changed	i, i know that the amount of, or how far your dollar goes *t*-1 probably more than anything has, has greatly changed.	
124031:6	know	0 just, uh, just with me, ten years ago, i was comparing the	i know 0 just, uh, just with me, ten years ago, i was comparing the,	
124047:26	know	0 gas prices have definitely jumped, uh, from, uh	well, i, i know 0 gas prices have definitely jumped, uh, from, uh,	
124048:6	know	0 i used *-1 to pay twenty-five cents a gallon	i know 0 i used *-1 to pay twenty-five cents a gallon	
124110:36	know	0 a lot of the things that, that we wear, men wear *t*-1 nowadays were, would have been considered *-2, uh, feminine, uh, many years ago	i, i, i know 0 a lot of the things that, that we wear, men wear *t*-1 nowadays were, would have been considered *-2, uh, feminine, uh, many years ago,	
124281:64	knew	0 *t*-2 existed	he was being, he was put *-1 in the, which i never knew 0 *t*-2 existed, the restaurant hall of fame.	
124398:8	know	0 we haven't cured it yet by a long shot	but i know 0 we haven't cured it yet by a long shot.	
124400:11	notice	0 on one of these, uh, home shopping networks they were selling these, uh, halogen, uh, fire extinguishers	well, i notice 0 on one of these, uh, home shopping networks they were selling these, uh, halogen, uh, fire extinguishers	
124523:11	know	0 school kids	uh, i know 0 school kids,	
124537:6	know	0 it has nothing 0 *t*-1 to do with air pollution	i know 0 it has nothing 0 *t*-1 to do with air pollution,	
124812:26	know	0 i was up in there and a lot of credit cards	well, i, i know 0 i was up in there and a lot of credit cards,	
125238:6	know	0 there's a lot of social programs *ich*-2 out there that *t*-1 need help	i know 0 there's a lot of social programs *ich*-2 out there that *t*-1 need help.	
125264:8	know	that the tax there is extremely high, much higher than we pay here	and i know that the tax there is extremely high, much higher than we pay here,	
125510:69	know	0 they have a limit as to how old they can be *t*-1 before they, you know, before you can bring them in	but, um, i figure, you know, 0 i'd probably start *-2 asking around at church because i know 0 they have a limit as to how old they can be *t*-1 before they, you know, before you can bring them in.	
125636:6	know	0 it, it, it, some of it is so tough	i know 0 it, it, it, some of it is so tough	
127010:6	know	0 a lot of their, oh, their countries that they had overtaken *t*-1 *ich*-3, or wanted *-2 to be independent or several of them	i know 0 a lot of their, oh, their countries that they had overtaken *t*-1 *ich*-3, or wanted *-2 to be independent or several of them, right,	
127084:21	know	that we have a terrible situation with foreign trade and that other countries put a lot of restrictions that we don't *t*-1	i, i know that we have a terrible situation with foreign trade and that other countries put a lot of restrictions that we don't *t*-1	
127298:6	know	0 a doctor once told me 0 it, it	i know 0 a doctor once told me 0 it, it,	
127814:11	know	that it was her in particular but just the character	i don't know that it was her in particular but just the character.	negation
127861:77	know	0 they tear you to shreds, especially those rich high powered lawyers	there's never anything for you 0 * to go to trial as a witness in a case like that *t*-1. because you know 0 they tear you to shreds, especially those rich high powered lawyers.	
128308:6	remember	0 a ways back we did like conversions	i remember 0 a ways back we did like conversions,	
129497:31	knowing	0 you're sitting there saying, like, people have died here	and it *exp*-1 is kind of a weird feeling * knowing 0 you're sitting there saying, like, people have died here.	
129922:13	know	0 it would just not be cost effective	well, except i know 0 it would just not be cost effective.	
130162:33	remember	0 *t*-2 my dad was telling me this, i think 0 *t*-3, that, uh, they do it by, like, a bunch of men 0 *t*-1 have guns	a long time ago, i, i remember 0 *t*-2 my dad was telling me this, i think 0 *t*-3, that, uh, they do it by, like, a bunch of men 0 *t*-1 have guns	
130815:15	know	0 we had a problem down here with, uh, oil, people taking oil out of their cars and just putting it down the d-, you know, the s-, the drain sewer	but, uh, i know 0 we had a problem down here with, uh, oil, people taking oil out of their cars and just putting it down the d-, you know, the s-, the drain sewer.	
130850:6	know	0 a lot of places, they, uh, uh	i know 0 a lot of places, they, uh, uh,	
131072:11	know	0 the folks that we bought it from *t*-1 had done virtually no maintenance for, for about four years	but i do know 0 the folks that we bought it from *t*-1 had done virtually no maintenance for, for about four years.	
131140:8	know	that they've, there has been discussion about men also getting maternity leave *-1 to help out	and i know that they've, there has been discussion about men also getting maternity leave *-1 to help out,	
131150:19	know	0 the school districts down here, you, they don't have maternity leave	uh, in fact, i know 0 the school districts down here, you, they don't have maternity leave.	
131690:11	know	0 i	i know 0 i, oh, i know 0 i did,	
131690:34	know	0 i did	i know 0 i, oh, i know 0 i did,	
131693:6	know	0 i did	i know 0 i did.	
131697:11	know	0 i watch my thirteen year old play now	course, i know 0 i watch my thirteen year old play now, you know,	
131757:6	know	0 ever year we buy	i know 0 ever year we buy,	
132446:20	know	0 we are in the building and coming	you know, cause they know 0 we are in the building and coming. where as, at, uh, another place, you are paying a lot more money	
132557:6	remember	0 every time, 0 it seems like, we turned around *t*-1, they're adding another nickel or a few more cents onto the price of gasoline	i remember 0 every time, 0 it seems like, we turned around *t*-1, they're adding another nickel or a few more cents onto the price of gasoline.	
132844:11	know	0 it got that low at night	i didn't know 0 it got that low at night.	negation
133966:26	noticed	that they do it just with subtle little words *ich*-2, uh, usually, uh, just that *t*-1 sway the whole, uh, report that, you know, by just a couple of words	and they just, i've noticed that they do it just with subtle little words *ich*-2, uh, usually, uh, just that *t*-1 sway the whole, uh, report that, you know, by just a couple of words.	
134033:22	discovered	0 it's not *?*	and then two months later it's discovered 0 it's not *?*, you know,	
134116:11	admit	0 it's, you know	and i must admit 0 it's, you know,	
134335:26	notice	0 people in, in dallas seem *-1 to say, well, sure, there's air pollution	um, i, i notice 0 people in, in dallas seem *-1 to say, well, sure, there's air pollution,	
134377:11	know	that, uh, it is a problem	but i do know that, uh, it is a problem.	
135849:6	know	0 the systems have been real strong out	i know 0 the systems have been real strong out.	
136174:15	know	that people used *-1 to arrange their whole schedules around the	but, um, i know that people used *-1 to arrange their whole schedules around the, you know,	
136583:6	remember	0 my parents home is drywalled *-1	i remember 0 my parents home is drywalled *-1	
138061:6	know	0 my son goes to a private school	i know 0 my son goes to a private school,	
138589:36	know	that they'll play with whoever *t*-1's there	you don't even really have any real worries, because you know that they'll play with whoever *t*-1's there	
138880:6	know	0 we did in the military	i know 0 we did in the military,	
139069:14	know	that, uh, last year there was some ice storms while i was out of the state	so here, i know that, uh, last year there was some ice storms while i was out of the state	
139376:41	realize	that we'd signed some type of deal like that	uh, you know, i, i didn't realize that we'd signed some type of deal like that.	negation
140912:8	knows	0 we're there	and she knows 0 we're there, by smell.	
141475:68	knew	0 you were related to *t*-2. let alone	and, uh, still, you wind up *-1 meeting people 0 you, uh, you never knew 0 you were related to *t*-2. let alone	
142791:27	noticed	0 his receipt was like thirteen ninety-nine or something	and when he got outside *t*-1, he noticed 0 his receipt was like thirteen ninety-nine or something.	
143664:47	recognize	that we're paying an enormous price for, uh, inferior quality when the people involved really aren't inferior *t*-1	uh, uh, but, i think that the future is pretty bright because people recognize that we're paying an enormous price for, uh, inferior quality when the people involved really aren't inferior *t*-1,	
143814:8	know	0 some people can get, get, you know, carried *-1 away with them and let them get out of hand	but i know 0 some people can get, get, you know, carried *-1 away with them and let them get out of hand.	
143820:50	know	that the bill's going *-2 to come *t*-3	i try *-1 to keep all my receipts and keep them in someplace where i know that the bill's going *-2 to come *t*-3,	
143823:33	know	0 it was going *-1 to be that high	and i'll think, oh, no i didn't know 0 it was going *-1 to be that high.	negation
143942:16	admit	0 that's one of my favorite places 0 * to shop *t*-2	i have *-1 to admit 0 that's one of my favorite places 0 * to shop *t*-2.	
144008:13	know	that some people, almost all people usually die before that point	but, i do know that some people, almost all people usually die before that point.	
144544:20	know	that, uh, in some of these larger cities they're passing out free syringes and all of that sort of thing * to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything	but, uh, uh, i know that, uh, in some of these larger cities they're passing out free syringes and all of that sort of thing * to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything.	
144562:6	know	0 it, uh, sort of doesn't address the problem of drug addiction	i know 0 it, uh, sort of doesn't address the problem of drug addiction.	
144646:8	know	0 a lot of our tax money goes to that	and i know 0 a lot of our tax money goes to that.	
144671:15	know	0 it's, uh, it sounds like big money to me	and, yet, i know 0 it's, uh, it sounds like big money to me.	
144757:26	knew	that i was not going *-1 to sleep until i got up and went out and checked the garage	and so i, i knew that i was not going *-1 to sleep until i got up and went out and checked the garage,	
144909:15	know	that they can earn several hundred dollars in a day where, uh, you know, *-1 running for, uh, drug dealers if	and, uh, they know that they can earn several hundred dollars in a day where, uh, you know, *-1 running for, uh, drug dealers if,	
144949:8	know	0 just especially in the last, oh, ten years and really since, in the last half of dozen years i see more and more women traveling	and i know 0 just especially in the last, oh, ten years and really since, in the last half of dozen years i see more and more women traveling.	
145284:6	know	0 it's, it's a real hard thing 0 * to do *t*-1, even for people in, in, uh, university communities	i know 0 it's, it's a real hard thing 0 * to do *t*-1, even for people in, in, uh, university communities.	
145369:11	realized	that they were, they were abusing them and weren't going *-1 to get out of the hole	and finally they realized that they were, they were abusing them and weren't going *-1 to get out of the hole	
146060:11	know	0 anyone ever moved from california to kan-, iowa	i didn't know 0 anyone ever moved from california to kan-, iowa?	negation
146374:41	know	0 he's getting onto them	i mean he doesn't even try *-1 to let the person know 0 he's getting onto them.	
146558:15	know	that the cheerful pleasant people who *t*-1 treat her kindly make all the difference in the world in how she feels *t*-2 about, uh, her situation	and, uh, i know that the cheerful pleasant people who *t*-1 treat her kindly make all the difference in the world in how she feels *t*-2 about, uh, her situation.	
146794:8	know	0 there is a lot of computer paper that you can't use *t*-1	and i know 0 there is a lot of computer paper that you can't use *t*-1.	
146860:6	know	0 amway	i know 0 amway.	
146931:8	know	that we very often wore heels despite the fact that, it was tiring	and i know that we very often wore heels despite the fact that, it was tiring.	
147069:6	know	that some of the schools they have, uh, country western day or something like that one, you know, or tacky day	i know that some of the schools they have, uh, country western day or something like that one, you know, or tacky day,	
147111:9	know	that, um, acid rain apparently is a big problem in canada from, would	i just know that, um, acid rain apparently is a big problem in canada from, would	
147119:6	know	0 we have a lot of chemical, the indoor type pollution	i know 0 we have a lot of chemical, the indoor type pollution.	
147189:8	know	0 in colorado i have witnessed that where it just, uh, it just stacks up at the when the rockies starts *t*-1 *t*-2	but i know 0 in colorado i have witnessed that where it just, uh, it just stacks up at the when the rockies starts *t*-1 *t*-2,	
148160:14	knew	0 we wanted *-1 to take one	uh, we already knew 0 we wanted *-1 to take one,	
148990:9	remember	0 we, um, we had a, we had a, um, spy ship torpedoed *-1 or something	i vaguely remember 0 we, um, we had a, we had a, um, spy ship torpedoed *-1 or something.	
149181:6	remember	0 my first computer was a t r s eighty with four k on it	i remember 0 my first computer was a t r s eighty with four k on it	
149200:22	remember	that there was one game that i played *t*-1 that *t*-2 required forty-eight k	there's, i remember that there was one game that i played *t*-1 that *t*-2 required forty-eight k	
149207:8	know	0 i b m --s, you, you generally, you know, you buy a megabyte at a time	but i know 0 i b m --s, you, you generally, you know, you buy a megabyte at a time.	
149383:85	realizing	0 they've got *-2 to start *-3 doing something	i think 0 a lot of people are panicked *-1, how kids are turning out *t*-4 and how things are going for kids *t*-5 and realizing 0 they've got *-2 to start *-3 doing something.	
149885:30	realizing	that they were going *-1 to lose a	and con-, congress, realizing that they were going *-1 to lose a, the democratic congress realized that they were going *-2 to lose a propaganda war, you know, bye-bye, you know, bye-bye *-4 removing the tax cut further cut the taxes and created, you know, that, that, that, you know, created the huge deficit *ich*-5 that year which *t*-6 moved us into the trillion dollar deficit.	
149885:72	realized	that they were going *-2 to lose a propaganda war	and con-, congress, realizing that they were going *-1 to lose a, the democratic congress realized that they were going *-2 to lose a propaganda war, you know, bye-bye, you know, bye-bye *-4 removing the tax cut further cut the taxes and created, you know, that, that, that, you know, created the huge deficit *ich*-5 that year which *t*-6 moved us into the trillion dollar deficit.	
150911:11	remember	0 back during the, uh, during the war, everyone here at work always had the radio or the t v on, because that, they were going constantly with that stuff	well, i remember 0 back during the, uh, during the war, everyone here at work always had the radio or the t v on, because that, they were going constantly with that stuff.	
151321:6	know	0 on a	i know 0 on a,	
151563:50	knowing	that they'll take drugs	do you think 0 it *exp*-1's okay for a company to reject somebody *-2 knowing that they'll take drugs?	question
151637:26	know	that it *exp*-1 is a company's business * to regulate what its employees are doing *t*-2 when they're not at work *t*-3	just to the fact that i don't know that it *exp*-1 is a company's business * to regulate what its employees are doing *t*-2 when they're not at work *t*-3.	negation
151986:8	know	0 there's a lot of pollutants 0 we can't even see *t*-1 coming out of cars	and i know 0 there's a lot of pollutants 0 we can't even see *t*-1 coming out of cars,	
152360:8	know	0 historically a lot of companies i think carried dental as a rider along with the medical	and i know 0 historically a lot of companies i think carried dental as a rider along with the medical	
152754:58	know	0 the person is guilty	i have been involved, uh, just sli-, slightly in a case where i know 0 the person is guilty *t*-1	
153178:6	know	0 i don't like it	they know 0 i don't like it.	
153467:6	know	0 dallas is *?*	i know 0 dallas is *?*.	
153587:19	know	that we really have a budget	well, uh i don't know that we really have a budget.	negation
153636:31	know	0 *t*-1 come up, uh, every so often	for instance, there are certain things that i know 0 *t*-1 come up, uh, every so often.	
153936:6	know	0 it's this way in florida	i know 0 it's this way in florida.	
154705:14	know	0 they are there	they don't even know 0 they are there. you know.	
154986:6	know	0 i have *-1 to do more aerobics	i know 0 i have *-1 to do more aerobics,	
155054:9	know	that skiing in utah is, is suppose *-1 to be great	cause i know that skiing in utah is, is suppose *-1 to be great.	
155119:6	know	0 you	i know 0 you,	
155962:6	know	0 they pay taxes	i know 0 they pay taxes,	
156064:20	know	that that's not necessarily true	i mean, we all know that that's not necessarily true.	
156163:8	know	0 that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide so much as the c f c --s	and i know 0 that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide so much as the c f c --s	
156726:57	knew	that they were going *-3 to be punished *-4 severely, possibly capital punishment	if, if the person who *t*-1's going *-2 to commit the crime knew that they were going *-3 to be punished *-4 severely, possibly capital punishment,	conditional
156775:11	know	0 the institutions don't work that well	uh, i know 0 the institutions don't work that well,	
156824:32	know	that there is an easy solution	i don't, i don't know that there is an easy solution,	
156829:8	know	0 it *exp*-2 costs more *ich*-1 * to keep an inmate on death row than it *exp*-3 does * to send a kid to harvard	do you know 0 it *exp*-2 costs more *ich*-1 * to keep an inmate on death row than it *exp*-3 does * to send a kid to harvard?	question
157668:39	know	0 *t*-1 does seem *-2 to happen	well, the, the one thing that i know 0 *t*-1 does seem *-2 to happen from people 0 i've talked to *t*-3 on this, is that in the situation 0 you just said *t*-4 where it's nine to three, or some such number *t*-5, that there's, an effect 0 *t*-7 starts *-8 being that there's starts *-6 being a lot of peer pressure going on	
157683:147	knowing	that nothing 0 they could do *t*-2 could stop it from * either being the verdict 0 everyone else was trying for *t*-3 or a hung jury because the one vote doesn't mean anything except the ability * to not have a verdict	some of them did say that, you know, when they were the only one left * opposing the verdict *t*-1, uh, you know, everyone was getting on them so, so heavily that eventually they just gave in *-4 knowing that nothing 0 they could do *t*-2 could stop it from * either being the verdict 0 everyone else was trying for *t*-3 or a hung jury because the one vote doesn't mean anything except the ability * to not have a verdict.	
157753:71	know	0 we're going *-1 to spend *t*-2	and we do sit down at the beginning of every month or the end of every month and write down how much we know 0 we're going *-1 to spend *t*-2 and set that money aside,	
157975:16	know	0 we're not supposed *-1 to do this long distance	you know, i know 0 we're not supposed *-1 to do this long distance	
158121:8	know	0 it sounds like a rationalization	so i know 0 it sounds like a rationalization	
158169:11	know	0 it sounds like a rationalization	again, i know 0 it sounds like a rationalization,	
159036:44	know	0 the taxes are a lot higher	um, like, like europe, um, england. i know 0 the taxes are a lot higher.	
159050:15	know	0 i was reading in the paper i believe yesterday that, um, they're talking	and, um, i know 0 i was reading in the paper i believe yesterday that, um, they're talking,	
159127:8	know	0 they let you, they'll let you decrease how many hours you work *t*-1 by mumblex kind of percentage	but i know 0 they let you, they'll let you decrease how many hours you work *t*-1 by mumblex kind of percentage.	
159263:8	know	0 in england the judges set all of the awards	and i know 0 in england the judges set all of the awards.	
