Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID	VerbNiteID_duration	VerbNiteID_syllables	VerbNiteID_precedingPause	VerbNiteID_followingPause	VerbNiteID_spWindow	VerbNiteID_spWindowSyllablePosition	VerbNiteID_spWindowSyllables	VerbNiteID_spWindowSyllableDuration	VerbNiteID_spWindowTotalDuration	VerbNiteID_BreakIndex	VerbNiteID_PhraseTone	VerbNiteID_BoundaryTone	VerbNiteID_AccentStrength	VerbNiteID_AccentType
72990:7	think	it's important	and i think it's important,		i	sw2792_s304_3	sw2792_s304_503	0.230000000000018	1	0	0	167	12	16	2.40412500000002	2.40412500000002					
73018:7	think	that that's why reading is so important --n40934f	and i think that that's why reading is so important --n40934f,		i	sw2792_s320_3	sw2792_s320_503	0.319999999999936	1	0	0	175	6	16	3.32362499999999	3.32362499999999					
73022:15	think	even mentally when you can do some	because, uh, i think even mentally when you can do some,		i	sw2792_s322_6	sw2792_s322_505	0.220874999999978	1	0	0	177	2	12	1.81437500000004	1.81437500000004					
73120:19	think	they need --n401d77 to get paid --n401d8a	and for some strange reason those people think they need --n401d77 to get paid --n401d8a.		those people	sw2800_s52_8	sw2800_s52_505	0.169999999999987	1	0.246000000000009	0	56	1	6	0.930000000000007	0.930000000000007					
73131:4	know	if you don't, then they're adding on, what, eighteen, nineteen, twenty percent	know if you don't, then they're adding on, what, eighteen, nineteen, twenty percent.			sw2800_s59_2	sw2800_s59_503	0.129999999999995	1	0.320000000000022	0	59	1	10	1.69762499999999	1.69762499999999					
73173:34	think	--n40282f	so, they've got quite a bit more motivation i think --n40282f to get paid --n402846 then, some of the others do.		i	sw2800_s79_12	sw2800_s79_512	0.179999999999978	1	0	0	73	10	14	2.07999999999998	2.07999999999998					
73197:71	know	that somebody every month	and, uh, but, it, you know, you kind of, you know that somebody every month,		you	sw2800_s90_26	sw2800_s90_524	0.329999999999984	1	0	0	82	2	17	2.91200000000001	2.91200000000001					
73226:10	think	--n4036f9	citibank i think --n4036f9 is always sending the visa stuff out.		i	sw2800_s105_3	sw2800_s105_506	0.159999999999997	1	0	0	99	11	21	3.2535	3.2535					
73309:5	think	you're right	i think you're right.		i	sw2800_s152_2	sw2800_s152_503	0.170000000000016	1	0	0	132	3	12	1.60374999999999	1.60374999999999					
73348:5	think	that may be the key word	i think that may be the key word.		i	sw2818_s8_2	sw2818_s8_503	0.280000000000001	1	0	0	3	16	22	4.568375	4.70025					
73350:5	think	that's correct	i think that's correct.		i	sw2818_s9_2	sw2818_s9_503	0.32	1	0	0	4	2	3	0.78975	0.78975					
73357:5	think	they feel that these people are, um, under qualified basically and underpaid --n400904	i think they feel that these people are, um, under qualified basically and underpaid --n400904,		i	sw2818_s14_2	sw2818_s14_503	0.25	1	0	0	14	6	14	3.406375	3.406375					
73358:7	think	that sort of goes hand in hand	and i think that sort of goes hand in hand		i	sw2818_s15_3	sw2818_s15_503	0.269999999999996	1	0	0	16	3	12	2.7585	2.7585					
73420:5	think	it's just a matter of priorities	i think it's just a matter of priorities.		i	sw2818_s49_2	sw2818_s49_503	0.27000000000001	1	0	0	45	3	15	2.97412499999999	3.0795					
73422:39	think	--n401f6d	but you still have --n401f3e to be realistic, as well, i think --n401f6d.		i	sw2818_s51_14	sw2818_s51_513	0.33937499999999	1	0.09375	2.391625	46	33	33	5.376375	5.575625					
73438:21	think	that is one reason why i continue --n4024cc to be without children --n4024e3	and, and i think that is one reason why i continue --n4024cc to be without children --n4024e3.		i	sw2818_s61_8	sw2818_s61_507	0.25	1	0	0	55	8	14	3.16200000000001	3.16200000000001					
73444:10	realize	that's true	well, i realize that's true		i	sw2818_s67_5	sw2818_s67_504														
73535:5	think	it takes a	i think it takes a,		i	sw2818_s124_2	sw2818_s124_503	0.189874999999972	1	0	0	106	2	5	0.870999999999981	0.870999999999981					
73537:5	think	your patient level must, needs --n404660 to increase as the child gets older	i think your patient level must, needs --n404660 to increase as the child gets older.		i	sw2818_s126_2	sw2818_s126_503	0.310000000000002	1	0	0	107	5	11	2.10262499999999	2.10262499999999					
73538:5	think	that might be part of the problem with some people	i think that might be part of the problem with some people. you know,		i	sw2818_s127_2	sw2818_s127_503	0.300000000000011	1	0	0	109	2	14	2.55262500000003	2.55262500000003					
73539:26	know	--n404861	taking care of a baby, i know --n404861, is not an easy thing,		i	sw2818_s128_9	sw2818_s128_511	0.230000000000018	1	0	0	110	11	19	3.18487499999998	3.18487499999998					
73805:5	think	it's	i think it's,		i	sw2819_s41_2	sw2819_s41_503	0.260000000000005	1	0	0	22	3	7	1.575125	1.67512499999999					
73814:23	think	that has gotten a lot worse	i, i definitely think that has gotten a lot worse,		i	sw2819_s47_8	sw2819_s47_509	0.220000000000013	1	0	0	26	6	13	1.663625	1.663625					
73815:32	think	there's	and you know, i, i think there's,		i	sw2819_s48_11	sw2819_s48_512	0.173874999999995	1	0	0	28	2	3	0.553250000000006	0.553250000000006					
73838:5	think	there's more pressure --n4019e5 like on both parents to work, and things like that than there used --n401a28 to be	i think there's more pressure --n4019e5 like on both parents to work, and things like that than there used --n401a28 to be		i	sw2819_s61_2	sw2819_s61_503	0.187624999999997	1	0	0	36	2	7	1.54575	1.54575					
73895:5	think	the middle class is shrinking and the, uh, lower class is expanding	i think the middle class is shrinking and the, uh, lower class is expanding		i	sw2819_s99_2	sw2819_s99_503	0.169999999999987	1	0	0	49	5	15	2.25912500000001	2.25912500000001					
73906:7	think	it's going --n402e9b to be at the expense of the middle class	but i think it's going --n402e9b to be at the expense of the middle class, uh		i	sw2819_s106_3	sw2819_s106_503	0.199999999999989	1	0	0	51	3	18	2.516875	2.516875					
73910:20	think	--n402fb7	so, usually is i think --n402fb7.		i	sw2819_s108_8	sw2819_s108_508	0.539999999999992	1	0	1.60487499999999	53	6	6	1.43662499999999	1.43662499999999					
74045:50	think	--n404e98	and, uh, he works over in the park, park central building i think --n404e98		i	sw2819_s194_19	sw2819_s194_514	0.312999999999988	1	0	0.86650000000003	119	16	16	2.80725000000001	2.95724999999999					
74071:5	think	we ran out of social, social changes to talk about --n4056e4	i think we ran out of social, social changes to talk about --n4056e4,		i	sw2819_s213_2	sw2819_s213_503	0.180000000000007	1	0	0	84	5	15	2.37000000000006	2.45000000000005					
74095:10	think	life, uh	um, i think life, uh,		i	sw2826_s1_4	sw2826_s1_504	0.29	1	0	0	2	2	21	4.834375	4.939875					
74117:5	think	you're right	i think you're right.		i	sw2826_s16_2	sw2826_s16_503	0.230874999999997	1	0	0	6	2	17	3.091125	3.091125					
74137:5	think	that's right	i think that's right.		i	sw2826_s29_2	sw2826_s29_503	0.228375	1	0	0	11	3	5	1.421125	1.539					
74141:23	remember	as a child, you know, nobody ever worried about me wondering out at night and going where i wanted --n400e85 to go --n400e94	i, i can remember as a child, you know, nobody ever worried about me wondering out at night and going where i wanted --n400e85 to go --n400e94.		i	sw2826_s31_8	sw2826_s31_509	0.664375	3	0	0	12	4	36	6.720125	6.720125					
74230:5	think	that's true	i think that's true,		i	sw2826_s88_2	sw2826_s88_503	0.25	1	0	0	36	3	9	1.80725000000001	1.957875					
74231:5	think	that's true	i think that's true.		i	sw2826_s89_2	sw2826_s89_503	0.167375000000021	1	0	0	36	7	9	1.80725000000001	1.957875					
74234:5	think	the other thing is that, uh, we have taken some rather drastic turns in our, in our education and the way we approach things --n402975 as of maybe starting back when, when i'm number one, you know, and, uh, uh, uh, worrying about self and not, uh, seeing the consequences of the disintegration of the family --n402a24	i think the other thing is that, uh, we have taken some rather drastic turns in our, in our education and the way we approach things --n402975 as of maybe starting back when, when i'm number one, you know, and, uh, uh, uh, worrying about self and not, uh, seeing the consequences of the disintegration of the family --n402a24.		i	sw2826_s90_2	sw2826_s90_503	0.264874999999989	1	0	0	37	2	9	2.09687500000001	2.09687500000001					
74292:5	think	a lot of, it is the families, the way you were mentioning --n403da5	i think a lot of, it is the families, the way you were mentioning --n403da5,		i	sw2826_s119_2	sw2826_s119_503	0.279999999999973	1	0	0	66	2	11	1.85025000000002	1.85025000000002					
74354:19	think	that they were perfect ten, twenty, or thirty years ago	uh, not that i really think that they were perfect ten, twenty, or thirty years ago,		i	sw2826_s153_7	sw2826_s153_507	0.230000000000018	1	0	0	83	5	20	4.2715	4.2715					
74377:28	think	--n405bca	uh, she learned --n405baf to drive i think --n405bca when i was, um, a teenager --n405bf1,		i	sw2826_s168_9	sw2826_s168_512	0.210000000000036	1	0	0	95	7	15	2.66025000000002	2.66025000000002					
74395:25	think	that's sad if they have --n40619a to because they miss so much	and i, and i think that's sad if they have --n40619a to because they miss so much,		i	sw2826_s179_9	sw2826_s179_509	0.225000000000023	1	0	0	93	5	17	3.55312499999997	3.55312499999997					
74424:5	think	that's true	i think that's true.		i	sw2826_s197_2	sw2826_s197_503	0.235250000000008	1	0	0.219249999999988	99	3	3	0.860749999999996	0.860749999999996					
74465:5	think	that's really important	i think that's really important		i	sw2826_s222_2	sw2826_s222_503	0.21025000000003	1	0	0	115	4	22	4.17287500000003	4.32625000000002					
74466:10	think	people realize how important it is --n40788c	i don't think people realize how important it is --n40788c.	negation	i	sw2826_s223_4	sw2826_s223_504	0.189999999999998	1	0	0	115	11	22	4.17287500000003	4.32625000000002					
74478:7	realize	it --n407bc1's important that, uh	and you realize it --n407bc1's important that, uh,		you	sw2826_s230_3	sw2826_s230_503	0.634374999999977	3	0	0.135625000000005	120	3	10	2.1225	2.25812500000001					
74480:5	think	twenty, thirty years ago a lot of women, just didn't have --n407d4c to make that choice	i think twenty, thirty years ago a lot of women, just didn't have --n407d4c to make that choice.		i	sw2826_s232_2	sw2826_s232_503	0.319999999999993	1	0	0.524749999999983	121	13	13	2.20999999999998	2.20999999999998					
74485:5	think	that's right	i think that's right.		i	sw2826_s234_2	sw2826_s234_503	0.192000000000007	1	0	0	118	3	5	0.98599999999999	0.98599999999999					
74520:17	believe	that there is a problem with our public school system	well, kathleen, do you believe that there is a problem with our public school system.	question	you	sw2828_s1_7	sw2828_s1_505	0.34	2	0	0	1	6	20	3.584625	4.566875					
74525:13	think	that problem is --n40021a	and what do you think that problem is --n40021a.	question	you	sw2828_s4_5	sw2828_s4_505	0.149999999999999	1	0	0	2	5	9	1.23825	1.23825					
74527:7	think	a lot of it has --n4002ac to do with the fact that we don't train our teachers very well	and i think a lot of it has --n4002ac to do with the fact that we don't train our teachers very well.		i	sw2828_s5_3	sw2828_s5_503	0.290000000000001	1	0	0	3	13	21	5.339125	5.339125					
74553:10	think	i would start with a --bout, with --n400ddf getting rid --n400dee of about two-thirds of the administrators. and all the auxiliary personnel. the school bureaucracy that --n400e39 exists --n400e44 mainly to perpetuate itself	well, i think i would start with a --bout, with --n400ddf getting rid --n400dee of about two-thirds of the administrators. and all the auxiliary personnel. the school bureaucracy that --n400e39 exists --n400e44 mainly to perpetuate itself.		i	sw2828_s21_4	sw2828_s21_504	0.280000000000001	1	0	0	16	3	7	2.055625	2.055625					
74614:7	believe	that there's definitely a basic perception and image problem with the fact of even being a teacher	but i believe that there's definitely a basic perception and image problem with the fact of even being a teacher.		i	sw2828_s57_3	sw2828_s57_503	0.25	2	0	0	38	3	21	4.233125	4.233125					
74626:5	think	that's absolutely right	i think that's absolutely right.		i	sw2828_s64_2	sw2828_s64_503	0.230999999999995	1	0	0	49	2	10	2.53812500000001	2.53812500000001					
74665:15	think	student	i don't think student, i don't think student teaching is enough.	negation	i	sw2828_s87_5	sw2828_s87_507	0.224874999999997	1	0	0.831500000000005	60	4	4	0.694500000000005	0.694500000000005					
74665:37	think	student teaching is enough	i don't think student, i don't think student teaching is enough.	negation	i	sw2828_s87_13	sw2828_s87_514	0.150000000000034	1	0	0	61	5	30	7.89737500000001	7.89737500000001					
74667:5	thought	that maybe something	i thought that maybe something.		i	sw2828_s88_2	sw2828_s88_503	0.197625000000016	1	0	0	64	2	7	1.30674999999997	1.30674999999997					
74708:10	think	that's going --n40555a to work	i don't think that's going --n40555a to work.	negation	i	sw2828_s110_4	sw2828_s110_504	0.170000000000016	1	0	0	79	3	8	1.40274999999997	1.40274999999997					
74713:20	think	--n4058cf would be helpful	well, another thing i think --n4058cf would be helpful would be to have some sort of, of say a national curriculum. because one of the problems with getting good textbooks is that we have such a fragmented system for, uh, curriculums that the textbook makers produce a textbook that --n40599a will sell in texas and california.		i	sw2828_s113_7	sw2828_s113_509	0.300000000000011	1	0	0	81	7	18	4.24625000000003	4.24625000000003					
74802:5	think	it was like	i think it was like,		i	sw2832_s19_2	sw2832_s19_503	0.210374999999999	1	0	0	11	17	20	3.121125	3.121125					
75309:17	remember	ten years ago i was just beginning --n400125 to explore --n400134 computerizing my office and, and trying --n400157 to find out what kinds of computers --n40017a might be useful	and, i can very clearly remember ten years ago i was just beginning --n400125 to explore --n400134 computerizing my office and, and trying --n400157 to find out what kinds of computers --n40017a might be useful		i	sw2835_s3_7	sw2835_s3_505	0.469999999999999	3	0	0	4	7	30	6.244625	6.52525					
75342:83	think	--n400e97 exists anymore	and we had --n400e25 to write code in binary and, uh, have it punched --n400e5c in on those little cardboard cards which, i don't think --n400e97 exists anymore.	negation	i	sw2835_s22_30	sw2835_s22_527	0.189999999999998	1	0	0	20	1	6	1.818	1.818					
75351:11	think	t v has a lot --n4010ce to do with the changes, too	uh, i think t v has a lot --n4010ce to do with the changes, too. don't you.	question	i	sw2835_s26_4	sw2835_s26_505	0.259999999999991	1	0	0	22	3	11	2.31400000000001	2.31400000000001					
75366:10	think	they're as, almost as many	and now i think they're as, almost as many, well,		i	sw2835_s36_4	sw2835_s36_504	0.29000000000002	1	0	0	27	22	24	5.56325000000001	5.681375					
75412:5	think	they just said the changes in, uh, social, social changes in the united states	i think they just said the changes in, uh, social, social changes in the united states.		i	sw2835_s64_2	sw2835_s64_503	0.233125000000001	1	0	0	43	9	17	4.25274999999999	4.35274999999999					
75465:16	think	it's	where do you think it's, where do you think it's going --n40366f to go --n40367e in twenty years.	question	you	sw2835_s98_5	sw2835_s98_508	0.220000000000027	1	0	0	57	4	18	2.71862499999997	2.88862499999999					
75465:42	think	it's going --n40366f to go --n40367e in twenty years	where do you think it's, where do you think it's going --n40366f to go --n40367e in twenty years.	question	you	sw2835_s98_14	sw2835_s98_517	0.149999999999977	1	0	0	57	9	18	2.71862499999997	2.88862499999999					
75519:5	think	that's caused a lot of pressure --n404a96 on, like younger kids today, to make choices that they probably shouldn't have --n404ae1 to make --n404af0	you think that's caused a lot of pressure --n404a96 on, like younger kids today, to make choices that they probably shouldn't have --n404ae1 to make --n404af0.	question	you	sw2835_s130_2	sw2835_s130_503	0.180000000000007	1	0	0	69	2	10	1.98250000000002	1.98250000000002					
75530:7	know	that the expectation for them was, uh, to have sex and, much earlier, than the expectation when i was in college --n404df0	and i know that the expectation for them was, uh, to have sex and, much earlier, than the expectation when i was in college --n404df0.		i	sw2835_s136_3	sw2835_s136_503	0.69787500000001	1	0	0.195875000000001	112	2	8	2.36812499999996	2.80462499999999					
75618:5	know	that's what, uh, what my family was talking --n406879 when i picked up and moved to texas from indiana --n4068a8	i know that's what, uh, what my family was talking --n406879 when i picked up and moved to texas from indiana --n4068a8		i	sw2835_s185_2	sw2835_s185_503	0.180000000000064	1	0	0	103	2	5	1.43174999999997	1.60887500000001					
75642:22	think	with the current war on drugs and all this kind of stuff i'd say probably the police department would claim the number one crimes, crimes are probably solicitation of prostitution, uh, and sale of drugs	but i, i think with the current war on drugs and all this kind of stuff i'd say probably the police department would claim the number one crimes, crimes are probably solicitation of prostitution, uh, and sale of drugs.		i	sw2836_s10_8	sw2836_s10_508	0.240000000000002	1	0	0	8	2	9	2.05875	2.05875				full	nuclear
75655:7	think	that they get a lot of fallout from this war on drug thing. uh, just because there are, like, crack houses, you know, on their street and stuff like this	and i think that they get a lot of fallout from this war on drug thing. uh, just because there are, like, crack houses, you know, on their street and stuff like this.		i	sw2836_s19_3	sw2836_s19_503	0.319125	1	0	0	18	3	17	3.68000000000001	3.68000000000001				full	plain
75752:16	think	--n402cb1 can be done --n402cc4 to reduce that sort of crime	well, what do you think --n402cb1 can be done --n402cc4 to reduce that sort of crime.	question	you	sw2836_s72_6	sw2836_s72_506	0.150000000000006	1	0	0	42	5	12	1.85999999999999	1.85999999999999				full	plain
75755:5	think	they could, uh, definitely add to the police force and the type equipment that they use --n402e76	i think they could, uh, definitely add to the police force and the type equipment that they use --n402e76.		i	sw2836_s74_2	sw2836_s74_503	0.200000000000017	1	0	0	77	10	32	6.65187499999999	6.81187499999999				none	none
75757:17	think	--n402fa7	oh, right now i think --n402fa7, we are about thirty thousand people		i	sw2836_s76_6	sw2836_s76_507	0.43312499999999	1	0	0	79	6	10	2.94637499999999	3.04825				full	nuclear
75784:5	think	what they need --n4038cd to do --n4038dc is stop --n4038ef building more jails and start --n40390a giving stiffer sentences	i think what they need --n4038cd to do --n4038dc is stop --n4038ef building more jails and start --n40390a giving stiffer sentences, uh,		i	sw2836_s93_2	sw2836_s93_503	0.189750000000004	1	0	0	87	6	26	4.95612499999999	4.95612499999999				full	plain
75787:7	think	that would be a deterrent	so you think that would be a deterrent.		you	sw2836_s95_3	sw2836_s95_503	0.159999999999968	1	0	0	53	3	10	1.447	1.447				none	none
75799:10	think	they'd have --n403ece to go to extra measures --n403ee9 to make sure a person's guilty, you know, in a lot of cases	uh, i think they'd have --n403ece to go to extra measures --n403ee9 to make sure a person's guilty, you know, in a lot of cases.		i	sw2836_s102_4	sw2836_s102_504	0.181124999999952	1	0	0	94	3	20	3.56949999999995	3.71749999999997				full	plain
75800:25	know	you can't be a hundred percent foolproof	course, i, i know you can't be a hundred percent foolproof.		i	sw2836_s103_9	sw2836_s103_509	0.110000000000014	1	0	0	95	12	22	3.650125	3.650125				none	none
75823:10	know	in my case, i, my wife and daughter were kidnapped --n40474a, during a house robbery back in eighty-five	uh, i know in my case, i, my wife and daughter were kidnapped --n40474a, during a house robbery back in eighty-five		i	sw2836_s114_4	sw2836_s114_504	0.170000000000016	1	0	0	104	2	25	4.35237500000005	4.59312500000004				none	none
75901:20	think	that's re-	i, i think that's re-,		i	sw2836_s159_7	sw2836_s159_508	0.14749999999998	1	0	0	81	4	6	0.818874999999991	0.818874999999991				none	none
75926:5	think	in our, in our particular neighborhood, vigilantism is becoming a real, real possibility	i think in our, in our particular neighborhood, vigilantism is becoming a real, real possibility.		i	sw2836_s173_2	sw2836_s173_503	0.310000000000002	1	0	0	137	3	23	3.85087499999997	3.85087499999997				full	nuclear
75945:19	think	people are just getting fed up and saying, you know, you can't arrest all of us	but, uh, nevertheless, i think people are just getting fed up and saying, you know, you can't arrest all of us,		i	sw2836_s184_8	sw2836_s184_505	0.220000000000027	1	0	0	148	8	30	4.98537500000003	5.18125000000003				none	none
75959:44	think	the home owner might be armed, right, and awake	and that, that's a deterrent, too. if you think the home owner might be armed, right, and awake	conditional	you	sw2836_s191_16	sw2836_s191_514	0.17512499999998	1	0	0	93	9	16	2.70162499999998	2.70162499999998				full	plain
76011:7	think	one of the big things that you can do --n4084d6 is, --n4084e5 to increase deterrence is, uh, if someone is found --n408518 guilty of a, uh, felony level offense, they lose their citizenship	and i think one of the big things that you can do --n4084d6 is, --n4084e5 to increase deterrence is, uh, if someone is found --n408518 guilty of a, uh, felony level offense, they lose their citizenship.		i	sw2836_s221_3	sw2836_s221_503	0.299999999999955	1	0	0	109	3	21	5.20849999999996	5.20849999999996				weak	plain
76160:12	think	some of the things that i did --n40327b paid off	and so, i think some of the things that i did --n40327b paid off.		i	sw2837_s78_5	sw2837_s78_504	0.300000000000011	1	0	0	37	2	16	3.99612500000001	3.99612500000001					
76291:15	know	that you did it in such an inexpensive way	and what satisfaction to know that you did it in such an inexpensive way.			sw2837_s142_6	sw2837_s142_506	0.360000000000014	1	0	0	82	11	23	5.42712499999999	5.42712499999999					
76303:5	know	my parents bought a house about ten years ago	i know my parents bought a house about ten years ago,		i	sw2837_s150_2	sw2837_s150_503	0.240000000000009	1	0	0	84	12	57	11.705875	11.980875					
76376:5	think	that they could	i think that they could,		i	sw2837_s194_2	sw2837_s194_503	0.399999999999977	1	0	0	99	5	16	4.51037500000001	4.51037500000001					
76377:42	think	--n40684b all they need --n406862 to do --n406871 is probably --n406880 put some insecticide down in there on a, oh, a fairly regular basis, for a while anyway	if they have problems with, uh, sand bugs of some kind i think --n40684b all they need --n406862 to do --n406871 is probably --n406880 put some insecticide down in there on a, oh, a fairly regular basis, for a while anyway.	conditional	i	sw2837_s195_15	sw2837_s195_514	0.262874999999951	1	0	0	101	2	20	3.68425000000002	3.68425000000002					
76421:5	think	in this area or most all areas they use, you know, for ticks and fleas	i think in this area or most all areas they use, you know, for ticks and fleas.		i	sw2837_s220_2	sw2837_s220_503	0.29000000000002	1	0	0	109	2	34	6.87962500000003	6.87962500000003					
76468:7	thought	that would be the hardest thing to do --n40894a	and i thought that would be the hardest thing to do --n40894a.		i	sw2837_s248_3	sw2837_s248_503	0.187874999999963	1	0	0	134	27	36	7.00787500000001	7.00787500000001					
76505:30	think	that in, in, uh	well, um, i, i think that in, in, uh,		i	sw2840_s2_11	sw2840_s2_510	0.228250000000001	1	0	0	3	2	11	3.188625	3.188625					
76534:67	recognize	that there is a problem	um, and, it's seen --n401085 more so because when you call parents up --n4010ac, many parents won't even recognize that there is a problem		many parents	sw2840_s20_24	sw2840_s20_521	0.867125000000001	3	0	0.351249999999993	16	22	24	6.607125	6.777125					
76538:38	know	that teachers talk	and, and, you wonder, don't these parents know that teachers talk,	question	these parents	sw2840_s24_15	sw2840_s24_510	0.150000000000006	1	0	0	21	5	32	5.87450000000001	5.87450000000001					
76575:5	know	what --n402362 scares me too, is that we have yet --n40238d to see other, the biggest effect of the crack children uh, in the school system	you know what --n402362 scares me too, is that we have yet --n40238d to see other, the biggest effect of the crack children uh, in the school system.		you	sw2840_s43_2	sw2840_s43_503	0.169999999999987	1	0	0	40	2	24	5.87475000000001	6.21000000000001					
76588:23	think	there are a couple of areas where the school system can improve --n40280f	but there are, i think there are a couple of areas where the school system can improve --n40280f,		i	sw2840_s50_8	sw2840_s50_509	0.200000000000017	1	0	0	44	5	30	4.70024999999998	4.70024999999998					
76650:5	remember	i had a college professor who --n403f4a once said that genius is one percent inspiration, and ninety-nine percent perspiration	i remember i had a college professor who --n403f4a once said that genius is one percent inspiration, and ninety-nine percent perspiration.		i	sw2840_s88_2	sw2840_s88_503	0.238999999999976	3	0	0	81	2	16	2.31887499999999	2.31887499999999					
76655:7	know	that there were a lot of kids that --n404262 were an awful lot smarter than me	and i know that there were a lot of kids that --n404262 were an awful lot smarter than me,		i	sw2840_s92_3	sw2840_s92_503	0.420000000000016	1	0	0	63	20	37	5.89687500000002	6.00687499999998					
76790:7	think	this is where the school system at, is suffering, and not through any fault of the effort of the school system --n407474	and i think this is where the school system at, is suffering, and not through any fault of the effort of the school system --n407474.		i	sw2840_s180_3	sw2840_s180_503	0.220000000000027	1	0	0	128	3	10	1.73500000000001	1.73500000000001					
76866:10	think	that's better than having that party at home	well, i think that's better than having that party at home.		i	sw2851_s26_4	sw2851_s26_504	0.190874999999998	1	0	0	14	3	14	2.45225	2.45225					
76990:5	think	she's a temporary worker	i think she's a temporary worker.		i	sw2851_s93_2	sw2851_s93_503	0.165875	1	0	0	49	2	10	1.605875	1.605875					
77005:49	think	--n40260d	in fact, she's talked to a couple of people from north carolina, i think --n40260d.		i	sw2851_s103_17	sw2851_s103_517	0.329000000000008	1	0	0.617750000000001	51	31	31	3.98624999999998	3.98624999999998					
77059:10	think	that's, uh, easy entertainment for a, family, too	well, i think that's, uh, easy entertainment for a, family, too.		i	sw2851_s138_4	sw2851_s138_504	0.1995	1	0	0.120499999999993	63	3	17	3.01112499999999	3.13162499999999					
77104:5	think	it's going --n403eb3 to be warm enough this afternoon	i think it's going --n403eb3 to be warm enough this afternoon,		i	sw2851_s164_2	sw2851_s164_503	0.150000000000006	1	0	0	87	22	27	4.37225000000001	4.37225000000001					
77146:10	know	i've seen, the sign somewhere	um. i know i've seen, the sign somewhere.		i	sw2851_s191_4	sw2851_s191_504	0.100750000000005	1	0	0	102	2	8	1.29137499999996	1.29137499999996					
77263:10	know	it did it all february	uh, i know it did it all february.		i	sw2851_s254_4	sw2851_s254_504	0.170000000000016	1	0	0	104	15	36	6.33625000000001	6.44537499999996					
77268:10	know	you, need --n4062ac to go	well, i know you, need --n4062ac to go.		i	sw2851_s257_4	sw2851_s257_504	0.15074999999996	1	0	0	105	3	7	1.628625	1.628625					
77309:11	think	--n400040 are some current trends in, uh, the way families spend time together --n400083	what do you think --n400040 are some current trends in, uh, the way families spend time together --n400083, based on what you've seen --n4000a6.	question	you	sw2858_s2_4	sw2858_s2_505	0.19	1	0	0	2	4	21	3.9995	4.1795					
77311:25	think	that it's getting to where they're not spending time together --n40021c	um, i, i think that it's getting to where they're not spending time together --n40021c.		i	sw2858_s3_9	sw2858_s3_509	0.279999999999999	1	0	0	3	2	8	1.903625	1.903625					
77372:5	think	that would be the ideal situation	i think that would be the ideal situation.		i	sw2858_s40_2	sw2858_s40_503	0.198499999999996	1	0	0.0700000000000074	31	16	17	3.52312499999999	3.593125					
77373:5	think	that a lot of people	i think that a lot of people,		i	sw2858_s41_2	sw2858_s41_503														
77438:7	think	with the way the future is, um, economy wise --n403318	but i think with the way the future is, um, economy wise --n403318,		i	sw2858_s80_3	sw2858_s80_503	0.289999999999992	1	0	0	57	3	6	1.570875	1.570875					
77439:10	think	it's going --n4033df to be realistic	i don't think it's going --n4033df to be realistic.	negation	i	sw2858_s81_4	sw2858_s81_504	0.159999999999997	1	0	0	60	8	17	2.70999999999998	2.70999999999998					
77443:12	think	s-, the, the parents spend quality time with their kids	um, do you think s-, the, the parents spend quality time with their kids	question	you	sw2858_s84_5	sw2858_s84_504	0.200000000000017	1	0	0	48	3	5	0.90749999999997	1.03937499999998					
77444:16	think	it's more like watching t v and stuff like that, not really, uh	are do you think it's more like watching t v and stuff like that, not really, uh...	question	you	sw2858_s85_6	sw2858_s85_506	0.120000000000005	1	0	0	49	14	17	2.64837499999999	2.77837499999998					
77447:5	think	most of the time the kids are usually off watching cartoons or playing video games or stuff, stuff like that	i think most of the time the kids are usually off watching cartoons or playing video games or stuff, stuff like that.		i	sw2858_s87_2	sw2858_s87_503	0.230000000000018	1	0	0	62	12	39	7.07274999999998	7.42587500000002					
77451:5	think	that, um, uh, most, most kids that i see --n403a8b don't really, they don't really value quality time	i think that, um, uh, most, most kids that i see --n403a8b don't really, they don't really value quality time.		i	sw2858_s89_2	sw2858_s89_503	0.291500000000013	1	0	0	63	2	4	2.13075000000001	2.13075000000001					
77463:5	know	my parents are growing up	i know my parents are growing up,		i	sw2858_s98_2	sw2858_s98_503	0.410625000000039	1	0	1.4855	61	2	2	0.514499999999998	0.514499999999998					
77477:20	think	kids now a days are raised --n404599 on t v	i, i think kids now a days are raised --n404599 on t v.		i	sw2858_s109_7	sw2858_s109_508	0.230000000000018	1	0	0	69	3	7	1.34700000000004	1.43000000000001					
77522:9	think	that's for the, the few and far between	but, i think that's for the, the few and far between.		i	sw2858_s138_4	sw2858_s138_503	0.171500000000037	1	0	0	89	4	7	1.65837500000004	1.79087500000003					
77549:36	think	we had	huh. i, well i don't even think we had,		i	sw2858_s152_13	sw2858_s152_512	0.189999999999998	1	0	0	97	7	8	1.43225000000001	1.43225000000001					
77678:13	think	we've, we've missed a fish store on the entire east, northeast coast of the united states	mumblex i don't think we've, we've missed a fish store on the entire east, northeast coast of the united states.	negation	i	sw2860_s59_5	sw2860_s59_505	0.170000000000002	1	0	0	32	2	3	0.674125000000004	0.674125000000004					
